City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,gobabis,-22.45,18.9667,26.44,31,15,5.07,NA,1732566779
363,tazacorte,28.629,-17.9293,21.54,84,75,2.68,ES,1732566581
364,khawr fakkan,25.3313,56.342,27.03,79,0,2.51,AE,1732566781
365,obock,12.25,43.0833,21.0,77,8,6.75,DJ,1732566783
366,lekki,6.3607,4.8333,25.23,87,90,0.5,NG,1732566784
367,colonia menno,-22.3667,-59.8167,39.62,25,48,6.22,PY,1732566785
368,geraldton,-28.7667,114.6,12.23,76,0,7.47,AU,1732566786
369,horta,38.5333,-28.6333,18.9,92,75,4.63,PT,1732566787
370,sao tome,0.3365,6.7273,25.78,84,100,2.22,ST,1732566788
371,choibalsan,48.0667,114.5,-13.11,54,100,6.65,MN,1732566789
372,rongelap,11.1635,166.8941,28.39,82,50,8.33,MH,1732566790
373,aykhal,66.0,111.5,-22.64,97,100,12.73,RU,1732566793
374,usinsk,65.9939,57.5281,-3.52,84,100,17.13,RU,1732566794
375,tshikapa,-6.4167,20.8,21.06,96,99,1.0,CD,1732566795
376,tibanbang,6.6315,126.1055,26.58,86,90,3.85,PH,1732566796
377,san pedro pochutla,15.7333,-96.4667,29.84,63,10,2.71,MX,1732566797
378,padang,-0.9492,100.3543,26.03,86,100,2.58,ID,1732566798
379,novaya igirma,57.1334,103.9112,-11.65,95,100,2.11,RU,1732566799
380,east end,34.5507,-92.341,18.87,79,100,4.42,US,1732566801
381,aniva,46.7144,142.5294,-12.94,64,6,1.98,RU,1732566733
382,jackson,42.4165,-122.8345,8.73,82,100,2.24,US,1732566803
383,rio grande,-32.035,-52.0986,22.89,83,100,1.54,BR,1732566804
384,margate,51.3813,1.3862,7.71,78,79,7.39,GB,1732566665
385,yreka,41.7354,-122.6345,8.1,95,100,0.0,US,1732566806
386,bridgewater,44.3835,-64.5155,6.82,76,100,6.69,CA,1732566527
387,yeppoon,-23.1333,150.7333,23.83,80,51,6.39,AU,1732566808
388,semera,11.501,41.201,23.85,56,0,6.21,ET,1732566809
389,misratah,32.3754,15.0925,18.05,60,31,2.26,LY,1732566811
390,as sulayyil,20.4607,45.5779,21.58,29,0,3.58,SA,1732566812
391,kolonia,50.9333,6.95,10.54,88,20,1.54,DE,1732566813
392,suva,-18.1416,178.4415,23.71,100,75,3.09,FJ,1732566814
393,zakamensk,50.3741,103.2863,-13.14,79,100,1.76,RU,1732566815
394,jamaame,0.0697,42.745,26.28,84,65,3.07,SO,1732566816
395,tromso,69.6496,18.957,-0.99,93,75,1.54,NO,1732566712
396,thala,35.5724,8.6703,9.48,75,0,3.0,TN,1732566818
397,naze,28.3667,129.4833,22.51,69,86,8.19,JP,1732566820
398,gardelegen,52.5252,11.3952,12.18,88,100,4.77,DE,1732566822
399,sinabang,2.4803,96.3801,24.97,92,100,2.47,ID,1732566823
400,palmer,42.1584,-72.3287,9.75,42,40,4.63,US,1732566824
401,kanke,23.4333,85.3167,12.01,87,100,0.0,IN,1732566825
402,revda,56.801,59.9303,-5.28,89,54,1.11,RU,1732566826
403,gaozhou,21.9392,110.8461,20.03,86,70,3.63,CN,1732566827
404,lambarene,-0.7001,10.2406,23.43,97,100,2.32,GA,1732566829
405,ust'-ilimsk,58.0006,102.6619,-10.0,95,100,3.15,RU,1732566830
406,al wajh,26.2455,36.4525,18.97,52,0,1.54,SA,1732566831
407,amga,60.8953,131.9608,-25.47,100,99,0.43,RU,1732566832
408,prince rupert,54.3161,-130.3201,1.83,62,0,5.14,CA,1732566833
409,ulysses,37.5814,-101.3552,7.02,42,0,3.6,US,1732566834
410,praya,14.9215,-23.5087,25.3,69,20,6.17,CV,1732566836
411,arkalyk,50.2486,66.9114,-4.45,77,2,7.3,KZ,1732566838
412,mogadishu,2.0371,45.3438,26.94,84,42,5.92,SO,1732566839
413,kiffa,16.6166,-11.4045,28.76,11,0,5.11,MR,1732566840
414,san pedro del parana,-26.8333,-56.2,36.07,28,97,2.01,PY,1732566842
415,ulanhot,46.0833,122.0833,-8.51,86,100,6.28,CN,1732566843
416,douglas,41.3,-96.167,3.1,45,0,8.75,US,1732566676
417,parabel',58.6978,81.4825,-6.21,86,74,3.8,RU,1732566793
418,indian harbour beach,28.1489,-80.5884,25.59,61,0,2.57,US,1732566847
419,raja,8.4596,25.678,23.94,26,9,1.91,SS,1732566848
420,mhamid,29.82,-5.72,19.72,29,81,1.0,MA,1732566849
421,prey veng,11.4868,105.3253,23.81,80,99,2.89,KH,1732566850
422,dongyang,29.2678,120.2253,9.21,69,100,3.53,CN,1732566851
423,kavaratti,10.5669,72.642,27.99,67,89,3.34,IN,1732566852
424,shendi,16.6915,33.4341,22.71,26,1,4.97,SD,1732566853
425,mejit,10.2753,170.8646,28.26,83,60,8.33,MH,1732566854
426,el calafate,-50.3408,-72.2768,14.12,47,97,3.17,AR,1732566855
427,bam,29.106,58.357,17.76,37,28,0.09,IR,1732566857
428,tukums,56.9669,23.1553,7.64,73,100,6.89,LV,1732566858
429,bairnsdale,-37.8333,147.6167,18.36,98,100,0.45,AU,1732566859
430,kodinsk,58.6881,99.1844,-5.57,91,100,4.16,RU,1732566733
431,tofol,5.3248,163.0078,27.88,78,75,3.09,FM,1732566861
432,moundou,8.5667,16.0833,23.84,24,14,1.83,TD,1732566865
433,fasa,28.9383,53.6482,12.58,94,75,0.0,IR,1732566866
434,latakia,35.5148,35.7768,9.1,45,88,3.19,SY,1732566867
435,zhangye,38.9342,100.4517,-6.2,33,85,1.2,CN,1732566868
436,tomatlan,19.9333,-105.25,30.32,50,85,3.57,MX,1732566869
437,flin flon,54.7682,-101.865,-12.09,79,75,3.09,CA,1732566870
438,khandyga,62.6667,135.6,-31.43,99,26,0.57,RU,1732566871
439,turrialba,9.9047,-83.6835,22.97,100,100,1.27,CR,1732566606
440,lycksele,64.5954,18.6735,1.93,93,75,2.57,SE,1732566615
441,puerto leguizamo,-0.1934,-74.7819,27.68,74,96,0.88,CO,1732566875
442,alaghsas,17.0187,8.0168,22.44,24,2,6.96,NE,1732566876
443,mahibadhoo,3.7833,72.9667,27.64,74,100,2.54,MV,1732566877
444,dean funes,-30.4204,-64.3498,20.93,87,99,5.72,AR,1732566878
445,griffith,41.5284,-87.4237,12.53,76,100,6.17,US,1732566879
446,saldanha,-33.0117,17.9442,17.03,79,96,4.25,ZA,1732566880
447,chui,-33.6971,-53.4616,23.91,86,100,1.07,UY,1732566881
448,roma,43.2128,-75.4557,6.49,57,0,0.45,US,1732566843
449,kununurra,-15.7667,128.7333,25.99,94,20,2.06,AU,1732566885
450,mogocha,53.7333,119.7667,-14.75,84,100,3.46,RU,1732566886
451,tual,-5.6667,132.75,28.88,72,71,1.78,ID,1732566887
452,santiago de cao,-7.9589,-79.2392,19.07,82,40,4.12,PE,1732566888
453,pisco,-13.7,-76.2167,23.03,68,0,9.77,PE,1732566889
454,grand falls-windsor,48.9332,-55.6649,5.84,95,100,0.45,CA,1732566890
455,khabarovsk,48.4808,135.0928,-9.11,86,0,3.0,RU,1732566891
456,shingu,33.7333,135.9833,17.5,67,100,5.67,JP,1732566893
457,chitipa,-9.7024,33.2697,19.74,77,19,1.85,MW,1732566894
458,zapolyarnyy,69.4154,30.8136,-6.08,86,2,4.33,RU,1732566896
459,myeik,12.4333,98.6,25.72,82,100,2.39,MM,1732566897
460,obo,5.3998,26.4869,22.07,50,31,1.36,CF,1732566899
461,sines,37.9562,-8.8698,15.16,73,100,0.77,PT,1732566900
462,eyl,7.9803,49.8164,26.13,79,6,5.85,SO,1732566901
463,necochea,-38.5473,-58.7368,17.49,56,0,7.17,AR,1732566657
464,mar del plata,-38.0023,-57.5575,19.35,66,0,8.23,AR,1732566675
465,vuktyl,63.8567,57.3094,-4.81,87,100,8.64,RU,1732566905
466,al kharj,24.155,47.3346,24.32,33,4,5.96,SA,1732566713
467,sokolovyy,51.5686,45.8331,-2.03,91,31,3.08,RU,1732566907
468,stung treng,13.5259,105.9683,21.37,91,74,1.74,KH,1732566908
469,bikin,46.8161,134.26,-3.94,76,100,1.98,RU,1732566909
470,daru,-9.0763,143.2092,26.81,88,85,5.51,PG,1732566910
471,kamaishi,39.2667,141.8833,4.64,79,55,2.08,JP,1732566912
472,okhotsk,59.3833,143.3,-15.25,73,0,4.92,RU,1732566734
473,luba,3.4568,8.5547,26.83,80,43,3.25,GQ,1732566914
474,tarko-sale,64.9225,77.785,-8.32,91,8,6.0,RU,1732566915
475,selfoss,63.9331,-20.9971,-7.2,80,3,1.73,IS,1732566634
476,puerto wilches,7.3483,-73.896,30.78,69,47,1.36,CO,1732566917
477,dwarka,22.2394,68.9678,25.29,53,2,4.44,IN,1732566918
478,nizhneangarsk,55.7833,109.55,-20.18,83,8,3.0,RU,1732566920
479,kupang,-10.1667,123.5833,26.32,100,20,1.03,ID,1732566921
480,xiaoweizhai,26.1903,107.5125,6.63,87,100,2.38,CN,1732566922
481,onega,63.9061,38.1404,3.14,89,100,7.6,RU,1732566923
482,llaillay,-32.85,-70.9667,26.65,27,0,4.09,CL,1732566882
483,niafunke,15.9322,-3.9906,26.99,12,34,4.5,ML,1732566925
484,shimoda,34.6667,138.95,11.91,75,95,4.79,JP,1732566926
485,playa del ingles,27.7567,-15.5787,22.86,87,100,1.29,ES,1732566729
486,vokhtoga,58.8147,41.0461,-1.98,75,100,5.7,RU,1732566929
487,menzelinsk,55.7271,53.1026,-0.8,60,87,1.04,RU,1732566792
488,fauske,67.2588,15.3918,2.19,99,100,1.49,NO,1732566931
489,san julian,21.0167,-102.1667,26.08,14,82,1.64,MX,1732566932
490,kikwit,-5.041,18.8162,21.33,96,97,0.35,CD,1732566933
491,richards bay,-28.783,32.0377,24.75,73,90,7.86,ZA,1732566934
492,mlonggo,-6.5333,110.7,26.37,82,100,1.05,ID,1732566651
493,san andres,12.5847,-81.7006,28.01,94,40,3.6,CO,1732566780
494,fortaleza,-3.7227,-38.5247,29.07,65,20,4.63,BR,1732566682
495,mopti,14.6667,-4.0,28.11,12,87,3.68,ML,1732566939
496,kokhma,56.9349,41.0915,-2.06,76,63,3.7,RU,1732566940
497,mount pearl,47.5166,-52.7813,6.19,96,100,2.57,CA,1732566847
498,caska,41.6506,21.6622,5.06,50,18,1.13,MK,1732566942
499,arrifes,37.7667,-25.7,18.14,82,75,6.69,PT,1732566943
500,swakopmund,-22.6833,14.5333,15.55,83,1,3.13,NA,1732566944
501,vila velha,-20.3297,-40.2925,24.97,69,75,4.63,BR,1732566850
502,talcahuano,-36.7167,-73.1167,19.82,49,40,5.66,CL,1732566946
503,las tablas,7.7667,-80.2833,28.43,99,82,1.98,PA,1732566743
504,haiku-pauwela,20.9219,-156.3051,25.02,79,75,2.24,US,1732566949
505,torres,-29.3353,-49.7269,22.29,86,100,4.16,BR,1732566950
506,alpena,45.0617,-83.4327,5.06,96,100,5.14,US,1732566951
507,ed damer,17.5928,33.9592,21.05,33,1,5.74,SD,1732566952
508,hami,42.8,93.45,-4.24,60,0,1.35,CN,1732566953
509,paran'ga,56.7039,49.4047,-2.46,98,82,0.51,RU,1732566954
510,santa ana,33.7456,-117.8678,22.28,54,75,2.06,US,1732566956
511,trujillo,-8.116,-79.03,18.98,82,40,4.12,PE,1732566696
512,sabang,5.8933,95.3214,25.99,86,100,3.43,ID,1732566958
513,xilin hot,43.9667,116.0333,-12.91,48,38,6.0,CN,1732566959
514,popondetta,-8.7537,148.2534,24.21,90,100,1.1,PG,1732566960
515,suoyarvi,62.0833,32.35,2.67,98,100,7.53,RU,1732566793
516,camlidere,40.4896,32.475,-3.68,96,100,1.65,TR,1732566962
517,kiefersfelden,47.6141,12.191,4.95,77,0,1.98,DE,1732566963
518,pollenca,39.8768,3.0163,17.93,77,84,6.95,ES,1732566965
519,isangel,-19.55,169.2667,27.08,83,47,2.18,VU,1732566720
520,saint-philippe,-21.3585,55.7679,23.95,85,21,4.47,RE,1732566967
521,san agustin de valle fertil,-30.6335,-67.4682,29.07,41,61,8.04,AR,1732566968
522,hobyo,5.3505,48.5268,26.9,78,81,5.53,SO,1732566969
523,colac,-38.3333,143.5833,17.6,90,46,1.86,AU,1732566970
524,coquimbo,-29.9533,-71.3436,19.85,63,0,6.17,CL,1732567396
525,dobre miasto,53.9867,20.3975,8.64,65,64,7.03,PL,1732567397
526,mersing,2.4312,103.8405,24.95,94,20,1.03,MY,1732567398
527,al faw,29.9776,48.4741,22.21,79,74,4.89,IQ,1732567399
528,keflavik,64.0049,-22.5624,-3.76,74,0,3.09,IS,1732567400
529,pindare mirim,-3.6083,-45.3433,29.71,58,93,3.58,BR,1732567401
530,mount isa,-20.7333,139.5,22.87,94,40,1.54,AU,1732567402
531,ar ruways,24.1103,52.7306,24.22,70,2,3.57,AE,1732567404
532,tra vinh,9.9347,106.3453,26.21,79,100,3.76,VN,1732567405
533,silver city,32.7701,-108.2803,18.71,24,0,4.92,US,1732567406
534,coxen hole,16.3244,-86.5366,25.6,94,100,3.09,HN,1732567407
535,rio gallegos,-51.6226,-69.2181,15.03,36,0,7.72,AR,1732567408
536,baturaja,-4.1333,104.1667,23.92,98,98,0.9,ID,1732567409
537,manicore,-5.8092,-61.3003,31.24,57,86,1.65,BR,1732567410
538,ocean city,39.2776,-74.5746,13.89,58,59,3.13,US,1732567411
539,tadine,-21.55,167.8833,24.88,89,94,7.79,NC,1732567412
540,seoni malwa,22.45,77.4667,15.42,52,68,2.41,IN,1732567414
541,steinbach,50.1667,8.5667,12.73,94,20,6.17,DE,1732567415
542,oliveira dos brejinhos,-12.3169,-42.8961,22.59,86,100,1.01,BR,1732567416
543,selkirk,50.1436,-96.8845,-7.12,90,100,2.68,CA,1732567417
544,saudarkrokur,65.7461,-19.6394,-8.94,78,4,6.59,IS,1732567418
545,happy valley-goose bay,53.3168,-60.3315,4.17,87,100,4.12,CA,1732567239
546,qaryat suluq,31.6682,20.2521,16.35,51,61,3.65,LY,1732567420
547,ribeira brava,32.65,-17.0667,20.95,83,100,0.92,PT,1732567421
548,brigantine,39.4101,-74.3646,13.9,74,58,1.79,US,1732567422
549,callao,-12.0667,-77.15,22.16,73,0,6.17,PE,1732567425
550,eydhafushi,5.1033,73.0708,26.84,78,100,2.95,MV,1732567426
551,cockburn town,21.4612,-71.1419,23.98,100,75,7.2,TC,1732567427
552,changping,40.2186,116.2197,-1.96,21,0,5.14,CN,1732567428
553,harstad,68.799,16.5293,1.2,92,100,2.92,NO,1732567429
554,jianshui,23.6363,102.8264,12.17,97,52,2.04,CN,1732567430
555,gulf shores,30.246,-87.7008,26.03,62,75,5.66,US,1732567243
556,alibag,18.6411,72.8792,22.63,44,97,3.14,IN,1732567432
557,la foa,-21.7108,165.8276,24.75,77,71,1.02,NC,1732567433
558,vilhena,-12.7406,-60.1458,24.12,88,75,9.77,BR,1732567418
559,ratnagiri,16.9833,73.3,21.71,47,75,2.49,IN,1732567436
560,codrington,-38.2667,141.9667,17.02,88,3,2.96,AU,1732567437
561,madinat ash shamal,26.1293,51.2009,24.64,64,20,2.7,QA,1732567438
562,tikrit,34.6071,43.6782,11.26,40,10,3.89,IQ,1732567439
563,nagqu,31.5,92.0,-8.87,26,24,1.12,CN,1732567440
564,solnechnyy,50.7214,136.6319,-7.71,81,100,0.86,RU,1732567441
565,mayqayyng,51.4625,75.7986,-9.22,91,7,2.82,KZ,1732567442
566,brisas de zicatela,15.8369,-97.0419,29.29,79,20,2.57,MX,1732567444
567,nova olinda do norte,-3.8881,-59.0942,32.57,52,77,0.03,BR,1732567445
568,genhe,50.7833,121.5167,-11.44,94,100,2.3,CN,1732567446
569,gizo,-8.103,156.8419,28.57,74,76,1.44,SB,1732567448
570,ayacucho,-13.1583,-74.2239,20.92,46,40,4.63,PE,1732567449
571,kerikeri,-35.2268,173.9474,19.5,54,100,0.41,NZ,1732567450
572,vorkuta,67.5,64.0,-5.5,87,100,10.52,RU,1732567451
573,san antonio de pale,-1.4014,5.6325,26.13,82,100,4.38,GQ,1732567452
574,waspan,14.7419,-83.9717,27.28,80,65,3.77,NI,1732567454
575,mwinilunga,-11.7358,24.4293,17.82,96,100,1.45,ZM,1732567455
576,chegdomyn,51.1167,133.0167,-9.3,95,100,1.13,RU,1732567456
577,cullowhee,35.3137,-83.1765,19.83,62,100,4.12,US,1732567458
578,kuqa,41.7278,82.9364,-0.82,62,7,3.49,CN,1732567459
579,parvatipuram,18.7833,83.4333,17.51,86,96,2.2,IN,1732567460
580,umba,66.6871,34.3429,3.55,96,100,5.62,RU,1732567463
581,port augusta,-32.5,137.7667,23.35,67,36,0.98,AU,1732567464
582,marsh harbour,26.5412,-77.0636,24.42,62,100,3.45,BS,1732567465
583,kapa'a,22.0752,-159.319,26.93,75,0,5.14,US,1732567466
584,plouzane,48.3833,-4.6167,10.03,81,0,3.09,FR,1732567467
585,bamboo flat,11.7,92.7167,28.05,83,40,2.57,IN,1732567468
586,bayganin,48.6947,55.8742,-0.48,73,2,4.27,KZ,1732567469
587,yeed,4.55,43.0333,31.3,36,73,2.81,SO,1732567470
588,formosa do rio preto,-11.0483,-45.1931,23.04,90,89,1.74,BR,1732567471
589,ghat,24.9647,10.1728,16.87,42,0,1.42,LY,1732567473
590,hilo,19.7297,-155.09,26.73,73,0,2.06,US,1732567474
591,dubbo,-32.25,148.6167,26.07,44,95,6.17,AU,1732567475
592,qui nhon,13.7667,109.2333,22.89,93,100,3.65,VN,1732567213
593,tarakan,3.3,117.6333,25.64,83,100,1.57,ID,1732567477
594,baiti,13.745,-14.7482,29.75,15,0,1.51,SN,1732567478
